,KillDiff,FirstBlood,AssistDiff,GoldDiff,Dragon,Herald,ExperienceDiff,TowersDestroyed,MinionDiff,win
0,3,1,3,6.43,0,0,-0.08,0,-2,0
1,0,0,3,-29.08,0,0,-11.73,0,-66,0
2,-4,0,-10,-11.72,1,0,-10.33,0,-17,0
3,-1,0,-5,-13.21,0,1,-0.07,0,-34,0
4,0,0,-1,-10.04,0,0,2.3,0,-15,0
5,2,0,4,6.98,1,0,1.01,0,4,1
6,1,1,-2,24.11,1,0,15.63,0,61,1
7,-8,0,-8,-26.15,0,0,-8.0,0,52,0
8,0,0,3,-19.79,0,0,-7.71,0,-51,0
9,-1,1,1,-15.48,1,0,-15.74,0,-27,1
10,0,1,1,3.31,0,0,-15.85,0,15,0
11,0,1,-2,-15.05,0,1,-6.35,0,-31,0
12,6,1,10,32.74,1,0,16.59,0,-2,1
13,-5,0,-10,-34.14,0,1,-11.41,0,-19,0
14,0,1,1,-4.7,0,0,-1.87,0,-18,1
15,-4,0,-10,-19.96,0,0,-18.04,0,-28,0
16,8,1,6,52.28,0,0,33.78,0,53,1
17,-4,0,-3,-19.75,0,1,-13.45,0,-15,0
18,1,1,8,8.82,0,0,5.12,0,-15,1
19,-4,0,-4,-31.55,0,0,-27.73,0,-31,0
20,5,1,11,25.26,1,0,16.25,0,-11,1
21,-9,0,-9,-28.35,0,0,-28.21,0,-6,0
22,-2,0,-7,-12.54,0,0,-5.67,0,7,0
23,1,0,1,4.06,1,1,12.83,0,18,0
24,-3,0,-3,-10.2,0,0,4.93,0,11,1
25,-4,0,-9,-24.72,0,0,-10.67,0,-17,0
26,2,0,6,12.6,1,0,-0.55,0,-24,1
27,3,1,7,18.57,0,0,20.15,0,26,0
28,2,1,2,13.2,1,0,-4.13,0,-6,0
29,-5,0,-10,-32.82,1,0,-16.47,0,8,0
30,5,1,8,28.83,1,0,21.11,0,1,1
31,3,1,4,17.03,1,1,16.96,0,12,1
32,2,0,3,6.08,0,0,-0.85,0,-3,0
33,1,1,0,0.71,0,0,-3.59,0,-21,0
34,2,0,-1,2.75,0,0,8.72,0,-19,1
35,-1,0,-1,-8.09,0,0,6.38,0,17,0
36,-6,0,-3,-27.71,1,0,-11.25,0,-17,0
37,-1,1,-2,-17.3,0,1,-12.36,0,-11,0
38,-2,0,-4,-9.04,0,1,13.77,0,7,0
39,-3,0,-3,-16.83,0,1,-13.63,0,-23,0
40,-7,0,-13,-30.25,0,0,-18.33,0,9,0
41,4,0,5,30.04,0,0,23.0,0,46,1
42,3,0,8,15.74,1,0,7.61,0,10,1
43,0,1,-1,-10.36,0,0,-14.23,0,12,1
44,-1,1,0,0.16,0,1,4.33,0,9,0
46,9,1,7,50.96,0,0,33.1,0,55,1
47,4,1,0,27.56,1,0,16.83,1,18,1
48,-1,0,1,-9.77,0,1,-10.25,0,-38,1
49,0,0,2,-8.08,0,0,-16.55,0,-35,0
50,-2,0,-8,-15.59,0,0,-4.07,0,3,0
51,-2,0,-1,5.44,0,0,0.75,0,31,1
52,3,1,1,13.81,1,1,10.17,0,5,1
53,2,1,0,20.31,0,0,14.49,0,38,1
54,0,0,1,1.31,1,0,3.7,0,19,0
55,-6,0,-7,-26.99,0,1,-27.49,0,23,0
56,-2,1,1,-16.72,1,0,-26.98,0,-37,0
57,4,1,6,12.01,1,0,3.16,0,-21,1
58,2,1,1,-1.08,1,1,0.59,0,-25,1
59,3,0,5,46.33,0,0,22.69,1,54,0
60,-5,0,-4,-22.62,0,0,-13.91,0,-27,0
61,-1,0,-5,-0.49,0,0,5.0,0,1,0
62,2,1,-1,16.87,1,0,10.89,0,-3,1
63,8,1,9,39.33,1,1,29.22,0,-4,1
64,-6,0,-3,-40.61,1,0,-43.97,0,-21,0
65,-6,0,-4,-49.2,0,0,-32.8,0,-52,0
66,-1,0,1,-17.05,0,0,-18.39,0,-17,0
67,-1,1,3,1.05,1,0,-15.47,0,12,0
68,-2,0,-3,-5.54,0,0,5.21,0,-1,1
69,-1,1,-1,-10.37,0,0,-15.77,0,-43,0
70,1,1,-4,-11.44,0,1,4.8,0,3,0
71,1,1,3,11.73,0,0,9.53,0,14,1
72,6,1,9,31.94,0,0,25.34,0,24,0
73,-5,1,-6,-26.22,1,0,-11.36,0,12,0
74,2,1,1,11.51,1,0,4.7,0,37,1
75,2,1,0,14.63,1,1,14.9,0,31,1
76,-2,0,-4,-10.38,0,0,-13.07,0,-5,0
77,4,1,2,14.24,0,1,10.6,0,32,1
78,4,0,13,5.27,1,0,7.21,0,16,1
79,1,0,3,18.07,0,0,9.32,0,44,0
80,7,1,6,28.56,0,1,12.62,0,46,0
81,0,0,7,-9.64,1,0,-24.54,0,-37,0
82,-1,0,0,-1.78,0,1,5.24,0,21,0
83,1,0,-1,7.05,1,0,1.92,0,28,1
84,0,0,-2,9.08,1,0,3.06,0,-2,1
85,5,0,9,35.58,1,1,32.43,0,41,1
86,-5,0,-3,-12.99,0,0,-0.49,0,23,0
87,-3,0,1,-17.63,1,0,-18.64,0,-47,1
88,6,0,8,25.47,0,0,21.89,0,-15,1
89,-7,0,-11,-36.85,1,0,-31.19,0,10,0
91,-2,1,-4,-7.64,0,0,8.03,0,3,0
92,7,1,3,30.37,0,0,26.94,0,10,1
94,0,0,3,-10.31,1,0,-3.94,0,-46,0
95,-5,0,-9,-17.96,0,0,-7.49,0,-1,0
96,1,1,4,16.26,0,0,7.47,0,44,1
97,-2,0,-1,8.32,0,1,13.3,0,64,1
98,5,0,2,27.5,1,1,26.47,0,39,1
99,-3,0,-7,-15.24,0,1,-8.27,0,41,0
100,-2,1,-7,-13.7,1,0,-8.75,0,14,0
101,-2,0,-3,-15.06,0,0,-4.12,0,-22,0
102,-1,0,-3,-11.01,0,0,-7.18,0,-13,0
103,5,0,5,27.74,0,1,22.07,0,27,0
104,-3,0,-4,-18.06,0,0,-5.88,0,7,0
105,2,0,4,12.65,1,0,12.48,0,41,0
106,-8,0,-5,-44.43,0,0,-41.4,0,-27,1
107,-2,0,-6,-9.27,0,0,9.67,0,17,0
108,4,1,6,14.25,0,0,7.28,0,13,1
109,2,0,4,11.77,1,0,11.61,0,7,1
110,-5,1,-12,-15.86,1,0,4.1,0,20,1
111,-5,0,-3,-28.96,1,1,-20.81,0,-4,0
112,3,0,1,9.05,0,0,10.54,0,-38,1
113,-8,1,-4,-38.87,0,0,-33.92,0,-24,0
114,6,1,5,34.13,1,0,29.84,0,-8,1
115,-2,1,-2,-2.56,1,1,-15.8,0,-2,0
116,-3,1,-4,-18.2,0,0,-14.12,0,-4,1
117,2,1,8,6.25,1,0,-5.34,0,7,1
118,-4,0,-3,-36.28,0,0,-20.09,0,-70,0
119,0,1,1,7.69,0,1,4.8,0,-16,0
120,0,0,2,-5.76,1,0,-6.82,0,31,0
121,-6,0,-6,-39.0,0,0,-35.5,0,-42,0
122,1,0,2,-0.07,1,0,-2.31,0,-17,1
123,3,1,5,16.83,0,0,14.33,0,-24,1
124,-7,0,-9,-47.82,0,0,-34.08,0,-52,0
125,2,1,2,6.36,1,0,-2.14,0,-10,1
126,-7,0,-6,-34.21,1,0,-26.24,0,-36,1
127,2,0,1,9.76,1,0,15.99,0,10,1
128,-1,0,-1,-2.11,0,0,-13.05,0,1,0
129,2,0,1,12.21,0,0,4.62,0,18,1
130,6,0,8,20.37,0,0,12.91,0,9,1
131,3,1,8,8.17,1,0,-0.94,0,12,1
132,0,1,3,-1.37,0,0,-3.51,0,-12,1
133,-3,1,-8,-15.39,1,0,-14.97,0,21,1
134,-2,0,-6,-17.07,0,0,-12.86,0,-25,0
136,2,1,7,-1.46,1,0,-7.17,0,-26,1
137,8,1,8,40.83,0,1,28.84,0,36,1
138,0,0,-1,13.89,0,0,14.18,0,-3,1
139,-1,0,-2,-8.9,1,0,-5.28,0,3,0
140,-5,1,-10,-25.19,0,0,-10.95,0,-2,0
142,1,1,3,11.4,0,0,7.05,0,61,1
143,-2,1,-1,-16.56,0,0,-18.32,0,-47,0
144,5,0,10,21.71,0,0,-2.61,0,-7,1
145,8,1,12,38.41,0,0,24.84,0,-10,1
146,-7,0,-10,-8.85,0,1,-21.72,1,16,1
147,-5,0,-5,-27.52,1,1,-22.86,0,-50,0
148,4,1,11,20.81,0,0,4.66,0,7,1
149,1,1,1,4.53,0,0,-0.19,0,23,0
150,2,1,2,8.3,1,0,-10.02,0,4,0
151,0,0,-3,0.94,0,0,-4.45,0,35,0
152,2,0,6,-7.22,1,1,8.91,0,-54,0
153,-1,0,-1,-14.91,0,1,-7.99,0,8,0
154,-8,0,-13,-31.09,0,0,-17.45,0,-3,0
155,-4,1,-2,5.37,0,0,-4.77,0,52,0
157,5,0,7,40.06,0,0,20.81,1,3,1
159,0,0,0,-3.55,0,0,2.33,0,-19,1
160,1,1,2,34.64,0,0,9.94,1,29,1
161,4,1,6,22.17,1,0,21.83,0,-4,1
162,5,1,7,30.49,1,1,15.11,0,1,1
163,-1,0,-3,-3.05,1,0,-4.74,0,-1,1
164,2,0,5,13.25,1,0,4.79,0,11,0
165,0,1,1,-0.53,0,0,0.87,0,18,1
166,-4,0,-2,-28.65,0,0,-14.41,0,-41,0
167,0,1,-3,-0.93,0,0,-5.61,0,-2,0
168,-1,1,-3,-4.2,0,0,-11.85,0,13,0
170,-2,1,-4,-20.74,0,0,-17.95,0,-8,0
171,1,0,0,-0.03,0,1,10.13,0,-2,1
172,0,1,-2,-8.37,0,0,-6.6,0,-36,0
173,0,1,0,5.1,1,0,-7.47,0,13,1
174,-5,0,-4,-35.49,1,0,-24.07,0,-14,0
175,0,0,-1,2.72,0,0,3.59,0,41,1
176,4,1,4,21.87,0,0,21.89,0,24,1
177,-6,0,-7,-49.07,0,0,-25.56,0,-20,0
178,1,1,-2,0.63,1,0,6.48,0,28,1
179,-4,0,-7,-21.32,0,1,-4.84,0,-8,1
180,-1,0,-3,-9.76,0,1,-9.64,0,-11,0
181,-2,1,-3,-13.42,0,0,-19.66,0,-32,0
182,6,1,3,23.04,1,0,25.32,0,21,1
183,8,0,10,42.19,0,0,33.79,0,-1,1
184,-1,1,-2,-20.49,0,0,-23.4,0,-63,0
185,-4,0,-2,-41.79,0,0,-38.23,0,-49,0
186,0,0,6,-0.66,0,0,-10.73,0,24,0
187,2,0,9,5.1,1,1,1.42,0,-37,1
188,1,1,1,25.91,0,1,15.67,0,55,0
190,0,1,4,9.65,1,0,-8.78,0,7,0
191,-4,0,-6,-34.68,0,0,-21.58,0,-36,0
193,-5,0,-8,-22.16,0,0,-27.3,0,4,0
194,-5,0,-10,-23.08,1,0,-17.67,0,-15,0
195,0,1,2,19.17,0,1,-1.79,0,16,1
196,-3,0,-2,-16.76,0,0,-17.59,0,24,0
197,5,1,1,27.09,1,0,12.59,0,28,1
198,-2,0,-7,-13.04,0,0,-5.52,0,6,0
199,3,1,5,18.24,1,0,14.09,0,7,1
200,3,0,6,2.29,0,0,-0.45,0,-38,0
201,0,0,3,15.07,0,1,16.67,0,38,1
202,-4,0,-1,-17.87,1,0,-11.35,0,-4,0
203,1,0,-1,8.15,0,0,13.97,0,52,0
205,-2,0,-4,-18.61,0,0,-25.32,0,-41,0
207,-5,0,-8,-20.58,0,0,-20.51,0,-12,1
208,0,0,4,-5.75,1,0,-2.08,0,-12,1
209,2,1,1,17.65,0,1,7.01,0,33,0
210,0,1,0,5.4,0,1,2.69,0,35,0
211,3,0,4,8.62,0,0,-4.42,0,-18,1
212,4,1,8,27.61,1,0,16.59,0,20,1
213,-5,0,-2,-12.49,0,0,-8.53,0,13,0
214,0,0,-2,-0.75,0,0,6.55,0,27,1
216,-2,0,-8,-8.1,0,1,-3.05,0,-14,0
217,1,1,4,10.34,0,1,7.06,0,-2,0
218,-4,1,-4,-25.95,0,0,-28.56,0,-29,1
219,-1,0,2,-3.34,0,0,-0.73,0,5,1
220,7,1,4,38.06,1,1,21.61,1,2,1
221,-5,0,-5,-27.11,0,0,-25.47,0,-10,0
222,4,1,1,25.51,0,0,17.54,0,47,1
223,3,1,6,0.66,1,0,-4.46,0,-41,0
224,5,0,10,22.42,1,0,7.27,0,-12,0
225,-3,0,-6,-8.93,0,1,-2.13,0,21,0
226,-3,0,-6,-12.08,0,0,-1.52,0,-18,0
227,8,0,6,40.03,0,0,25.66,0,40,1
228,2,0,-2,8.19,1,0,21.49,0,34,1
229,6,1,9,40.09,0,0,19.35,0,47,1
230,-1,0,-1,-2.59,1,0,-10.01,0,-26,0
231,3,1,6,17.28,0,0,-7.38,0,32,0
232,0,0,-3,4.74,0,1,3.93,0,34,0
233,6,1,3,18.63,0,0,3.28,0,-2,0
234,-6,0,-6,-38.46,0,0,-23.06,0,-53,0
235,-2,0,-4,-23.73,0,0,-15.92,0,-23,0
236,1,0,5,2.18,1,0,-2.04,0,-5,1
237,2,1,2,22.08,0,0,19.29,0,20,1
238,-2,0,-7,-14.4,1,0,-3.73,0,-24,0
239,-2,0,6,-8.45,1,0,-17.43,0,-24,0
240,-4,0,-7,-26.35,0,0,-26.94,0,-68,0
241,5,0,7,28.17,1,1,24.14,0,17,1
242,4,0,1,28.12,1,1,24.97,0,-3,1
243,-5,0,-8,-38.64,0,0,-27.59,0,-45,0
244,-1,0,1,3.34,1,0,9.55,0,3,1
245,1,1,-3,19.09,1,0,24.36,0,50,1
246,0,1,-1,-3.46,0,0,-3.58,0,27,0
248,2,1,1,10.85,1,0,10.48,0,8,1
249,-7,1,-5,-23.83,1,0,-18.07,0,15,0
250,-1,0,-1,3.06,0,1,18.95,0,6,1
251,-2,1,-1,-15.68,0,0,-18.5,0,-6,0
252,-2,0,-10,-14.19,1,0,-11.56,0,7,1
253,4,1,3,22.63,0,1,16.34,0,9,1
254,4,1,7,13.74,0,0,12.25,0,13,1
256,5,1,3,39.05,0,0,37.13,0,39,1
257,-5,0,-5,-29.19,0,0,-23.18,0,-13,1
258,6,1,8,29.23,1,0,27.87,0,23,1
259,-3,0,-6,-10.59,0,0,-9.51,0,-4,0
260,-2,0,-4,-4.06,0,1,-0.14,0,35,0
261,4,0,5,11.43,1,0,12.51,0,22,1
262,2,0,4,7.36,0,0,2.66,0,20,1
263,-9,1,-9,-48.16,0,0,-37.5,0,-63,0
264,5,0,1,39.77,1,1,39.49,0,28,1
265,4,0,6,30.26,0,0,33.57,0,43,1
267,3,1,4,24.76,0,1,7.72,1,-21,0
268,-6,0,-7,-35.45,0,0,-32.06,0,-7,0
269,-5,0,-8,-43.24,0,1,-29.79,0,-40,0
270,-1,0,1,-4.96,1,0,-8.37,0,5,1
271,-2,0,-1,-16.2,0,0,-14.42,0,15,0
272,-4,1,-4,-13.34,0,0,-16.07,0,3,1
273,1,1,-5,-7.96,0,0,-2.17,0,-21,0
274,4,1,0,13.98,1,0,18.04,0,5,1
275,2,1,1,30.05,0,0,19.38,0,32,1
276,-5,1,-4,-31.56,0,0,-32.87,0,-16,0
277,-2,0,-4,-4.73,1,1,3.83,0,22,1
278,-5,0,-8,-33.97,0,0,-22.82,0,-29,0
279,-3,0,-7,-19.37,0,0,-15.14,0,18,0
280,6,1,7,37.65,0,0,26.61,0,25,1
281,3,1,2,3.84,1,0,-6.9,0,-26,0
282,6,1,8,27.08,1,0,6.82,0,-7,1
283,-4,1,-4,-24.27,0,0,-14.62,0,-15,0
284,3,1,5,19.01,1,0,6.84,0,34,1
285,5,0,7,24.8,1,0,16.99,0,14,1
286,-9,0,-13,-35.81,0,1,-24.67,0,-29,0
287,5,1,9,29.11,1,1,13.78,0,-12,1
288,-3,0,-2,-12.45,0,1,-13.7,0,-17,0
289,2,0,2,1.66,1,0,-4.97,0,3,0
291,-6,0,-1,-20.47,0,0,-25.55,0,6,0
292,-1,1,2,-14.64,0,0,-15.09,0,-25,0
293,2,1,0,8.74,1,1,-3.02,0,2,1
294,-3,1,-6,-6.27,1,0,1.83,0,7,0
295,0,0,1,-3.34,0,0,-2.92,0,-24,0
296,-1,1,-8,4.49,1,0,12.1,0,63,0
297,-3,0,-8,-7.8,0,0,-0.73,0,9,0
298,-2,0,-3,-2.05,0,1,10.64,0,17,0
299,-1,0,0,-17.31,0,0,-15.85,0,-42,0
300,1,0,-2,9.47,1,0,-1.88,0,25,0
301,-1,1,5,-7.13,0,0,-11.11,0,8,0
302,-1,1,-1,11.71,1,0,-11.4,0,16,1
303,-2,1,-1,-4.59,0,0,-3.07,0,-5,0
304,6,1,8,26.73,0,0,13.88,0,-7,1
305,2,1,7,-2.51,1,0,-16.75,0,-14,1
306,3,1,3,5.34,0,0,6.34,0,-32,0
307,-6,0,-5,-40.05,1,0,-22.48,0,-60,0
308,-2,1,-4,-3.18,1,1,0.86,0,23,1
309,3,1,2,26.82,0,1,21.18,0,38,0
310,1,1,3,20.92,1,0,17.63,0,53,0
311,3,0,3,23.0,0,0,21.48,0,41,1
312,3,1,-1,26.42,1,0,13.46,0,53,1
313,1,1,4,28.33,0,0,2.2,0,64,1
314,0,1,0,-3.36,0,0,-10.59,0,0,0
316,6,0,0,18.72,0,0,35.79,0,23,1
317,-2,0,-4,-10.48,1,0,-4.5,0,-19,0
318,-1,0,-7,-0.88,1,0,-9.32,0,20,1
319,-5,0,-1,-14.27,0,0,-10.08,0,-19,1
320,-3,0,-9,-24.4,0,1,-16.03,0,-39,1
321,-4,1,-8,-16.14,0,0,-22.56,0,14,0
322,-3,0,-4,-10.75,1,0,0.73,0,21,1
323,-1,1,-8,-17.99,1,1,-13.04,0,-6,1
324,9,1,8,32.96,1,0,32.31,0,0,1
325,-3,0,-2,-19.42,0,0,0.57,0,-35,1
326,4,1,7,20.13,1,0,2.47,0,17,1
327,4,1,4,35.74,1,1,12.1,0,55,1
329,-4,0,-7,-31.28,0,0,-23.2,1,-39,0
330,0,0,-1,12.29,1,1,10.59,0,54,1
332,-5,0,-2,-32.74,0,0,-13.85,0,-62,0
333,-3,0,-8,-17.7,0,0,3.25,0,21,0
334,5,1,10,18.92,1,0,8.9,0,-39,1
335,1,1,2,5.25,0,0,9.02,0,7,0
336,-1,1,0,-4.15,1,0,-4.98,0,8,0
337,-4,0,-3,-17.51,0,0,-15.85,0,5,1
338,8,1,4,44.53,0,1,24.58,1,5,1
339,5,1,8,13.93,1,0,4.41,0,-25,0
340,1,0,-6,5.34,1,1,1.54,0,56,1
342,-3,0,-3,-20.22,1,1,-20.23,0,-52,1
343,-3,0,-3,1.76,0,0,-1.72,0,50,0
344,-3,0,-1,-4.58,0,1,-5.59,0,-5,0
345,2,1,6,6.76,0,0,-5.76,0,-34,0
346,2,0,5,25.36,1,0,33.39,0,8,1
347,-4,0,1,-17.51,0,0,-27.84,0,-11,1
348,-3,0,-1,-15.16,0,0,-14.67,0,-3,1
349,-4,1,0,-25.66,0,0,-22.46,0,-66,0
350,-4,1,1,-20.23,0,0,-26.78,0,-25,0
351,-1,0,-4,-2.76,0,1,1.79,0,33,0
352,3,1,2,15.74,1,1,18.34,0,11,1
353,3,0,9,23.78,0,0,21.9,0,26,1
354,-5,1,-6,-32.23,0,0,-25.18,0,-40,0
355,0,0,-1,8.08,0,0,14.15,0,24,0
356,6,1,2,38.03,0,0,28.25,0,37,1
357,-6,0,-4,-33.6,0,0,-18.42,0,-34,0
358,4,0,8,23.97,0,0,14.05,0,-5,1
359,-3,1,-2,-8.83,0,0,-18.28,0,30,0
360,-3,1,-4,-26.38,0,0,-24.78,0,-2,0
362,-3,1,-2,-10.03,0,0,-8.99,0,17,0
363,-3,1,-6,-19.63,0,0,-11.51,0,2,0
364,-1,0,-1,-10.71,0,0,-14.71,0,-27,0
365,1,1,2,8.97,0,0,10.9,0,-10,1
366,3,1,2,19.46,1,1,12.92,0,15,1
367,0,0,-1,-2.19,0,1,-14.4,0,10,0
368,2,1,0,15.88,0,0,13.31,0,26,1
369,-4,0,-3,-18.89,0,0,-7.23,0,5,0
370,-2,0,-2,-7.2,1,0,4.32,0,-28,1
371,-9,1,-6,-23.88,0,0,-19.78,0,15,0
373,-1,0,-3,5.27,1,0,14.93,0,62,1
374,2,1,-1,14.96,0,1,-7.3,0,41,1
375,-6,0,-8,-42.45,0,0,-30.73,0,-51,0
376,5,1,9,33.86,1,0,24.1,0,-22,0
377,-5,0,-9,-31.45,0,0,-21.66,0,-35,0
378,-4,0,-8,-13.25,1,0,-0.15,0,-12,0
379,-3,0,-2,-16.23,1,1,-11.44,0,-12,1
380,0,0,3,10.76,1,0,7.59,0,-2,1
381,-3,0,3,-11.56,1,0,-6.67,0,-38,1
382,0,0,-3,4.5,0,1,-0.09,0,8,0
384,5,1,7,22.62,1,0,28.85,0,-8,1
385,-3,1,-2,-3.67,0,0,1.87,0,7,0
386,3,0,5,12.14,0,0,20.8,0,4,1
387,3,1,6,17.28,1,0,-3.37,0,-6,1
388,1,1,-1,9.59,0,0,9.17,0,5,1
389,0,1,1,9.24,0,1,3.23,0,21,1
391,-7,0,-8,-48.47,1,1,-29.83,0,-8,0
393,-4,0,-2,-38.91,0,0,-26.89,0,-66,1
394,-3,1,-1,-13.14,0,0,-19.42,0,-1,0
395,4,1,9,27.18,0,0,0.91,0,7,1
396,-5,0,-9,-21.74,0,0,-12.68,0,-10,0
397,3,1,1,10.93,1,0,7.2,0,13,1
398,1,0,-5,-2.15,0,0,-4.38,0,-18,1
399,1,1,4,6.35,0,1,-11.57,0,-2,1
400,0,0,0,1.2,0,0,12.09,0,11,1
401,1,0,-1,1.94,1,0,6.61,0,-11,1
403,-7,0,-3,-36.22,0,0,-25.61,0,-32,0
404,0,1,-2,-3.03,1,0,3.12,0,0,1
405,1,0,-3,-12.95,1,0,-3.05,0,-51,0
406,-4,0,-3,-30.06,0,0,-18.8,0,-45,0
407,1,1,3,10.9,0,1,3.71,0,17,1
408,1,0,-1,3.24,1,0,17.94,0,-11,1
409,-4,1,-4,-20.25,0,0,-24.48,0,-18,1
410,-1,1,-3,-4.16,0,0,-9.07,0,2,0
411,0,1,-3,0.62,0,1,11.54,0,30,0
412,-2,1,-9,-0.67,0,0,-13.41,0,21,0
413,7,0,9,51.63,1,0,39.68,0,52,1
414,6,1,12,27.28,1,0,19.57,0,2,1
415,-6,0,-6,-35.59,1,0,-14.0,0,-52,0
416,2,1,2,1.84,1,1,-1.31,0,-16,1
417,-3,1,-2,-20.4,1,0,-10.12,0,-18,0
418,5,1,6,21.51,1,0,7.26,0,-14,1
419,-2,0,1,-24.52,0,0,-16.34,0,-61,0
420,3,1,4,32.55,1,1,22.59,0,31,1
421,6,1,4,11.28,0,0,8.58,0,4,1
422,1,1,4,19.09,0,1,9.79,1,5,1
423,4,0,1,33.97,0,0,14.93,0,37,1
424,-4,0,-11,-35.63,0,0,-13.2,0,-16,0
425,-2,1,-9,-3.61,1,0,16.86,0,17,0
426,1,0,-1,-5.13,0,1,9.92,0,-23,1
427,7,0,6,48.72,0,0,30.76,0,36,1
428,-1,0,-2,9.85,0,1,21.02,0,19,0
429,-4,1,-6,-15.99,1,0,-18.7,0,2,1
430,7,0,10,17.19,1,0,17.03,0,-26,1
431,-5,0,-5,-26.41,0,0,-22.07,0,-35,0
432,-6,1,-9,-28.46,0,0,-23.25,0,-28,0
433,-7,0,-11,-38.91,0,0,-22.76,0,-12,0
435,1,0,2,23.3,0,0,21.67,0,34,1
436,2,1,-2,30.89,0,0,17.5,0,69,0
437,1,0,0,5.4,0,0,8.67,0,11,1
438,1,1,1,5.08,0,1,-17.04,0,-18,1
439,3,1,6,6.25,1,0,-10.35,0,-15,0
440,3,1,4,24.81,1,0,19.62,0,24,1
441,5,1,4,27.96,1,0,26.69,0,6,1
442,5,0,3,20.89,1,0,21.23,0,-8,1
443,-1,1,-2,-6.08,1,0,-7.03,0,-20,1
444,-2,1,-5,-19.23,0,0,-17.53,0,-12,0
445,0,0,0,-9.51,0,0,-5.46,0,3,0
446,2,1,2,14.28,1,0,7.01,0,42,1
447,3,1,4,11.31,1,0,11.45,0,-35,0
448,-3,0,-11,-19.72,0,1,-10.1,0,-35,0
449,-2,1,-6,-22.42,0,0,-18.19,0,-58,0
450,3,1,7,22.87,1,0,-2.68,0,35,1
451,3,0,4,13.67,0,0,23.96,0,39,0
452,4,1,4,25.8,1,1,29.54,0,45,1
453,4,0,12,7.86,1,0,-5.62,0,-46,0
454,-1,1,-5,1.52,1,1,-0.57,0,2,1
455,4,1,6,28.02,0,0,2.81,0,13,1
456,-1,0,1,-16.1,0,0,-13.93,0,-15,0
457,4,0,1,15.43,0,0,-0.21,0,27,1
458,4,0,3,19.15,0,0,26.06,0,4,1
459,1,0,6,-5.95,1,0,3.64,0,-26,1
460,-1,1,1,-11.9,0,0,-9.11,0,-17,0
461,4,1,1,18.2,0,1,8.06,0,13,1
462,-3,0,-3,-26.3,1,1,-22.44,0,-37,0
463,0,0,0,-13.27,0,0,-7.89,0,-23,1
464,4,0,7,14.17,0,0,10.16,0,-14,1
465,0,1,-3,0.71,1,0,4.09,0,13,0
466,1,0,-2,0.17,0,0,10.52,0,-8,1
467,1,1,3,1.51,1,1,8.4,0,0,0
468,7,1,6,48.17,1,0,32.2,0,41,1
469,-5,0,-6,-34.0,0,0,-27.63,0,-38,0
470,-2,1,-10,-9.44,0,0,-5.56,0,26,0
471,-4,0,0,-28.39,1,0,0.18,0,-25,0
472,3,1,4,8.18,1,0,-1.65,0,46,1
474,-7,0,-7,-37.99,0,0,-32.85,0,-26,0
475,6,0,2,44.28,1,1,34.89,1,22,1
476,8,1,8,43.88,0,0,35.27,0,28,1
477,-4,0,-6,-30.45,1,0,-16.34,0,-36,0
478,-2,0,-6,-14.97,0,0,-7.78,0,3,0
479,-1,0,2,-16.96,1,0,-21.53,0,-11,0
480,1,0,4,7.33,0,0,-14.8,0,-60,1
481,-1,1,1,-6.06,1,0,-14.87,0,3,1
482,-2,0,-2,-24.2,0,0,-7.53,0,-15,0
483,-5,0,-9,-20.37,0,0,1.1,0,14,0
484,0,0,-2,6.31,0,0,14.04,0,14,1
485,0,0,-3,-15.7,0,1,-21.03,0,-19,0
486,0,0,2,-4.71,1,0,8.7,0,-28,1
487,-1,0,-1,-12.11,0,0,-1.08,0,4,1
488,5,1,2,27.4,0,1,17.08,0,32,1
489,2,0,1,19.47,0,1,25.21,0,-6,1
490,7,1,7,47.12,0,0,37.98,0,63,1
491,1,1,3,11.15,1,0,12.56,0,15,0
492,-1,0,0,-8.33,0,0,-1.16,0,-63,1
493,4,0,2,5.64,0,0,6.33,0,-6,1
494,0,1,3,-5.89,0,1,17.94,0,-40,0
495,5,1,0,30.2,0,0,25.93,0,38,1
496,1,1,0,-13.39,1,0,-28.02,0,-20,1
498,2,1,4,5.79,1,1,-0.37,0,-29,1
499,3,1,4,9.75,0,0,6.59,0,-23,1
500,4,1,0,14.17,1,0,11.71,0,-34,1
501,2,1,6,27.68,1,1,14.11,1,28,1
503,-7,0,-7,-46.31,0,0,-36.12,0,-26,0
504,-1,0,0,-0.46,0,0,-4.58,0,50,0
505,-5,0,-7,-2.58,0,0,-4.19,1,32,0
507,-7,0,-8,-31.77,0,0,-32.71,0,-13,0
508,4,1,8,29.88,1,0,3.98,0,37,1
509,3,1,1,24.43,1,0,15.66,0,24,1
510,1,1,0,-0.11,1,1,-1.76,0,-3,1
511,-1,0,-4,2.86,1,0,0.17,0,-29,1
512,-1,1,1,0.9,1,1,-8.19,0,3,0
513,1,0,-4,4.03,0,0,17.9,0,20,1
514,7,1,10,31.35,0,0,26.22,0,-21,1
515,2,0,3,3.72,0,0,1.6,0,-19,0
516,-2,0,-4,-16.36,1,0,-8.72,0,-15,1
518,-3,0,-3,-21.05,0,0,-10.94,0,-2,0
519,-2,0,-4,-13.74,0,1,-6.53,0,-26,1
520,-5,0,-1,-21.66,0,0,-28.85,0,10,0
521,1,0,-2,9.3,0,0,2.75,0,47,1
