,KillDiff,FirstBlood,AssistDiff,GoldDiff,Dragon,Herald,ExperienceDiff,TowersDestroyed,MinionDiff,win
4991,-9,1,-5,-37.19,0,0,-36.95,0,-45,0
4992,0,0,-4,-0.52,0,1,-3.01,0,42,1
4993,-1,0,-1,0.09,1,0,-1.72,0,38,1
4994,1,1,2,5.23,1,0,-0.69,0,-28,1
4995,0,0,3,6.73,1,0,16.81,0,1,1
4996,0,0,-1,9.26,0,0,3.28,0,37,1
4997,1,1,2,-4.0,0,0,-16.84,0,-11,0
4998,3,1,5,17.83,0,0,14.2,0,19,1
4999,-1,0,-2,-17.52,0,0,-17.46,0,-18,1
5000,6,0,8,35.17,1,0,28.81,0,26,1
5001,0,0,-1,-6.8,0,0,4.1,0,-25,1
5002,6,1,3,30.21,1,1,23.86,0,23,1
5003,-1,1,-6,-0.73,1,1,3.33,0,0,1
5004,4,1,8,15.77,1,0,-0.5,0,-8,0
5005,-3,0,-5,-21.16,0,0,-21.56,0,-11,0
5006,6,1,5,25.75,0,0,14.54,0,-13,1
5007,3,1,2,18.86,0,0,16.88,0,0,0
5009,-2,0,-8,-8.62,0,0,-4.06,0,47,1
5010,0,0,2,-3.6,0,0,-17.48,0,-12,0
5011,-1,1,2,4.6,1,1,-11.07,0,7,1
5012,3,1,9,17.9,1,0,12.2,0,4,1
5013,-3,0,-4,-19.7,1,0,-11.77,0,14,1
5014,1,0,4,10.73,0,1,1.03,0,-14,1
5015,-4,1,1,-17.25,0,0,-20.04,0,-28,1
5016,6,1,5,29.36,0,0,11.43,0,-8,1
5017,-3,0,-4,-20.54,0,0,-7.31,0,3,1
5018,-3,0,-3,-20.84,0,0,-8.51,0,-66,0
5019,1,0,-3,-3.94,0,0,11.66,0,-9,1
5020,-8,0,-8,-33.66,0,0,-18.22,0,1,0
5021,7,1,8,42.37,1,1,23.38,0,10,1
5022,-6,0,-8,-34.55,0,0,-24.05,0,-27,1
5024,0,1,1,-1.3,0,0,-4.23,0,-2,0
5025,-2,0,-1,-24.91,0,0,-17.71,0,-59,0
5026,-5,1,-7,-24.06,0,1,-26.86,0,21,0
5027,-2,1,-1,-25.46,1,0,-25.42,0,-59,1
5028,1,1,3,2.37,0,0,-13.07,0,-24,0
5029,5,0,0,4.11,0,0,10.75,0,3,1
5030,-4,1,-5,-17.02,0,0,-14.9,0,2,1
5031,4,0,7,21.7,1,0,13.83,0,19,1
5032,0,1,3,-20.64,0,0,-26.39,0,-49,0
5033,-1,0,1,-7.33,1,0,-7.84,0,24,0
5034,-1,1,-3,6.83,1,0,-2.08,0,56,1
5035,-2,0,-3,-9.46,0,0,6.3,0,-19,1
5036,1,1,-1,5.12,0,0,8.58,0,-13,0
5037,5,0,0,6.86,0,0,7.65,0,-19,1
5038,-2,0,-8,-16.11,0,1,-16.24,0,-8,0
5039,3,0,-4,8.11,0,0,3.76,0,10,1
5041,-1,0,-3,-2.49,0,0,14.2,0,28,0
5042,5,0,8,28.19,1,0,12.94,0,15,1
5043,0,1,2,0.87,0,0,4.35,0,-25,1
5044,-7,0,-7,-38.39,1,0,-33.18,0,-13,0
5045,5,1,7,28.24,0,0,13.46,0,15,1
5046,-2,0,-1,-21.59,1,0,-12.8,0,-41,0
5047,0,0,-1,3.26,0,0,11.63,0,31,1
5048,-6,0,-4,-47.75,0,0,-40.8,0,-66,0
5049,-8,0,-4,-38.11,0,0,-31.07,0,4,0
5050,2,1,-1,8.96,1,0,13.96,0,-40,0
5051,-1,0,-3,-12.18,0,0,-15.28,0,-42,1
5053,-4,0,-8,-12.77,0,0,-13.57,0,22,0
5056,-2,0,-1,-10.5,0,0,5.22,0,2,1
5057,0,1,-2,-15.99,0,0,3.32,0,-11,0
5058,-3,0,-1,-7.58,0,0,3.13,0,28,1
5059,-2,0,-2,-14.13,0,0,-7.29,0,-12,0
5060,1,1,-3,10.11,1,1,4.8,0,39,1
5061,3,1,-3,4.28,0,0,10.15,0,-15,0
5062,4,1,5,32.06,0,0,14.37,0,70,1
5063,4,1,8,21.35,1,0,16.53,0,-8,1
5064,-4,0,-2,-13.02,0,0,0.73,0,18,0
5065,0,0,-2,5.65,0,0,2.75,0,28,1
5066,3,1,1,19.58,0,0,31.4,0,-22,1
5067,8,1,4,42.57,0,0,29.02,0,32,0
5068,1,1,6,16.74,1,0,-6.48,0,-2,1
5069,-2,0,3,-9.28,1,0,-17.53,0,-28,1
5070,1,1,2,-0.75,0,0,1.44,0,11,0
5071,-7,0,-4,-40.46,0,0,-27.77,0,-12,0
5072,-7,0,-4,-41.38,0,0,-37.92,0,-34,0
5073,-2,0,-7,-35.35,0,0,-11.99,0,-48,0
5074,-7,0,-9,-47.19,0,0,-21.29,0,-23,0
5076,4,1,5,18.18,1,0,19.92,0,-7,0
5077,-3,0,-5,-34.61,0,0,-13.53,0,-15,1
5078,-3,1,-6,-15.21,1,0,-20.96,0,0,1
5079,2,1,7,13.28,1,0,10.43,0,11,1
5080,3,0,8,9.11,0,0,-2.76,0,-1,1
5081,4,1,4,21.11,0,1,13.9,0,5,1
5082,0,0,0,9.35,0,0,21.97,0,22,1
5083,-6,0,-9,-30.32,0,0,-28.16,0,-1,0
5084,1,1,5,-4.25,1,0,-10.57,0,-62,1
5085,2,0,-1,23.65,0,0,20.52,0,29,1
5086,3,0,1,31.4,1,0,33.64,0,32,1
5087,0,0,3,-7.79,0,0,-18.37,0,-20,1
5088,3,1,-4,16.9,1,0,13.16,0,38,1
5089,4,0,5,14.33,1,1,5.22,0,-27,1
5091,6,1,11,19.47,1,1,1.36,0,-7,1
5093,6,1,5,26.59,1,0,27.57,0,-7,1
5095,3,1,-1,13.69,1,1,27.56,0,-8,1
5096,2,1,4,4.22,0,1,-3.08,0,-17,1
5097,-3,0,-4,-22.81,0,0,-0.42,0,-28,0
5098,4,1,3,17.22,1,1,15.14,0,21,1
5099,0,0,2,-15.95,1,0,-16.48,0,-67,0
5100,-2,0,-1,-7.3,1,0,-2.51,0,9,1
5101,-1,1,-8,-11.68,0,1,-6.74,0,-17,1
5102,5,1,12,25.46,0,0,19.28,0,-3,1
5103,-1,0,3,-8.39,0,0,-8.33,0,-11,0
5104,-5,0,-10,-23.17,0,0,-13.3,0,7,0
5105,1,1,3,-9.04,0,1,-1.78,0,-41,0
5106,-3,0,-4,-6.73,0,0,5.68,0,25,0
5107,5,1,6,44.44,1,0,28.13,0,30,1
5108,1,0,-9,-12.43,0,0,-6.04,0,35,0
5109,-4,1,-1,-20.78,0,1,-15.06,0,13,1
5110,-1,1,5,-9.52,1,0,-13.37,1,-20,0
5111,-4,0,-3,-21.32,0,0,-10.88,0,-20,0
5112,0,0,1,-10.15,1,0,-13.95,0,-53,0
5113,3,1,4,5.17,0,1,5.85,0,-30,0
5114,-4,0,-4,-22.22,0,0,-12.52,0,-5,1
5115,-1,0,-2,-2.08,1,0,-3.53,0,-5,1
5116,-3,0,-1,-25.13,0,0,-34.19,0,-46,0
5117,0,1,4,-6.01,0,1,-19.65,0,-34,1
5118,3,0,-3,17.53,1,0,23.03,0,8,1
5119,-1,1,-4,-7.51,1,0,-12.29,0,-37,0
5120,1,1,-1,14.3,0,1,1.07,0,68,1
5121,-1,1,1,-4.69,1,0,-12.37,0,-1,1
5122,2,1,0,-10.99,1,0,-13.18,0,-44,1
5123,7,0,8,55.53,0,0,39.15,1,51,1
5124,5,1,11,20.91,0,0,13.59,0,-23,1
5125,-4,0,-1,-19.51,1,0,-15.75,0,-8,0
5126,0,1,2,0.96,1,0,-0.24,0,8,1
5127,3,0,2,17.62,0,0,23.77,0,17,0
5128,6,1,9,30.82,0,1,13.6,0,11,1
5129,6,1,12,26.08,1,0,33.87,0,17,1
5130,2,1,0,-14.6,0,0,-24.14,0,-27,0
5131,8,1,8,37.84,1,0,25.77,0,23,1
5132,-2,1,-4,-20.53,0,0,-17.84,0,-12,0
5133,-3,0,2,-20.2,0,0,-27.16,0,-48,0
5134,2,0,3,11.37,1,0,-0.92,0,4,0
5135,-2,1,2,-15.61,0,0,-15.78,0,-9,0
5136,-3,0,-5,-5.98,0,0,-12.85,0,30,0
5137,-2,0,-2,-18.29,0,0,-16.68,0,-31,0
5138,7,1,7,20.36,1,0,18.91,0,27,1
5139,-2,1,0,-13.81,1,0,-9.07,0,-18,1
5140,5,1,11,22.47,1,0,13.67,0,5,1
5141,0,1,-1,-8.0,1,0,0.72,0,-16,1
5142,0,1,-1,-8.26,0,0,-9.79,0,-49,0
5143,8,1,7,42.8,1,0,26.81,0,2,1
5144,0,1,-1,-9.73,1,0,-26.91,0,-14,0
5145,4,1,7,19.7,1,0,19.99,0,-28,1
5146,-3,0,-2,-18.58,0,1,-14.76,0,-30,1
5147,-3,0,-2,-18.67,0,0,-20.02,0,11,0
5148,-2,1,-2,-6.84,1,1,-24.01,0,5,1
5149,-5,1,-2,-30.56,0,0,-29.38,0,4,1
5150,-6,1,-10,-43.3,0,0,-43.47,0,-47,0
5151,-2,0,-4,-13.48,0,0,1.05,0,-32,1
5152,2,0,2,18.0,0,0,7.13,0,46,1
5153,1,1,7,5.09,0,0,5.95,0,-9,0
5154,3,0,5,18.83,0,0,9.73,0,21,0
5155,0,1,-1,8.94,0,0,-0.03,0,22,0
5156,-4,0,-4,-30.6,1,0,-29.37,0,-32,0
5157,-2,0,1,-33.7,0,0,-27.79,0,-62,0
5158,1,1,2,-4.52,1,0,-10.6,0,-15,0
5159,3,1,4,17.9,1,0,17.64,0,16,1
5160,1,1,5,7.9,0,1,-11.55,0,10,0
5161,2,1,7,5.45,1,0,4.11,0,-3,1
5162,6,0,9,35.18,0,1,25.03,0,18,1
5163,1,1,0,7.8,1,1,5.23,0,0,1
5164,1,1,0,-7.58,1,0,-13.1,0,-43,0
5166,3,1,3,7.26,1,0,11.04,0,-23,0
5167,0,1,-2,-12.54,0,0,-9.56,0,-42,0
5168,-4,0,-5,-12.07,0,0,-2.18,0,-5,0
5169,-1,1,-1,11.67,0,1,-14.36,1,49,0
5170,-2,1,-3,-1.79,0,0,-4.63,0,26,0
5171,6,1,6,23.63,0,1,13.14,0,-20,0
5172,2,0,0,8.47,0,0,16.06,0,1,1
5174,1,1,1,4.67,0,0,8.5,0,7,1
5175,0,1,1,-1.15,1,0,1.41,0,-9,0
5176,6,1,7,35.12,0,0,21.61,0,-2,1
5177,-3,0,-1,-28.45,0,0,-14.61,0,-4,0
5178,7,1,9,40.76,0,0,29.96,0,0,1
5179,-3,1,-5,-18.06,1,1,-24.07,0,-33,1
5180,-1,0,0,-2.16,0,0,3.01,0,-5,1
5181,6,1,5,16.35,0,1,4.16,0,-12,0
5182,-6,0,-12,-30.81,0,0,-12.36,0,9,0
5183,3,1,2,27.11,0,0,26.93,0,30,1
5185,-1,0,-1,-1.88,0,0,-5.35,0,-20,0
5186,4,1,-4,39.83,1,1,33.75,1,22,1
5187,-2,1,-4,-11.85,0,1,-24.02,0,-16,1
5189,0,0,-2,8.35,0,0,15.06,0,53,1
5190,2,1,0,28.79,0,0,25.22,0,16,1
5191,-2,1,-2,-4.07,0,0,-12.57,0,-20,1
5193,4,0,10,12.7,1,0,3.65,0,3,0
5194,-5,1,-11,-32.04,1,0,-7.79,0,-6,0
5196,1,0,1,0.78,1,0,6.58,0,8,1
5197,2,0,-1,17.89,0,0,21.0,0,44,1
5198,3,1,8,15.77,0,0,6.78,0,-21,0
5199,4,0,6,5.9,0,0,10.02,0,-32,0
5200,1,1,1,-3.84,0,0,-14.08,0,3,0
5201,-1,0,-1,3.15,1,0,6.67,0,32,1
5202,2,1,0,5.8,0,1,-10.33,0,-11,0
5203,3,1,3,18.7,0,1,-7.29,1,-3,1
5204,5,0,5,33.08,1,1,21.14,0,14,1
5205,-3,0,-10,-25.42,1,0,11.34,0,-23,0
5206,1,0,0,3.69,0,0,5.61,0,27,0
5207,1,1,5,1.87,1,0,-9.54,0,-9,0
5208,3,0,3,11.09,1,1,7.35,0,6,0
5209,3,1,1,15.72,1,0,21.34,0,2,1
5210,-6,0,-8,-20.8,1,0,-2.02,0,-1,0
5211,-6,1,-11,-29.29,0,0,-17.31,0,-5,0
5212,0,0,3,14.41,0,0,9.22,0,15,1
5213,1,0,-2,8.73,0,0,21.94,0,20,1
5214,-4,1,-12,-6.33,0,0,-5.02,0,16,1
5215,0,1,1,-8.38,0,1,-5.93,0,-29,0
5216,-2,1,-4,-10.98,0,0,2.71,0,-9,1
5217,1,1,8,19.09,0,1,10.1,0,9,0
5218,-2,1,-8,-15.77,0,1,-7.16,0,14,1
5219,0,0,1,-7.28,1,0,-6.08,0,3,0
5220,-1,1,0,1.42,0,0,12.15,0,22,0
5221,-3,0,-6,-20.69,0,0,-0.22,0,6,0
5222,1,1,3,16.73,0,0,12.0,0,51,1
5223,-7,0,-10,-50.85,1,0,-32.36,0,-57,0
5224,1,0,6,3.37,1,0,13.46,0,-39,1
5225,-1,0,-4,-2.33,1,0,19.69,0,4,1
5226,3,1,5,9.2,0,0,14.88,0,9,1
5227,0,1,-4,-10.78,1,0,6.92,0,-39,1
5228,0,0,4,-0.17,1,0,-11.71,0,-31,0
5229,-8,0,-3,-43.77,1,0,-43.23,0,-5,0
5230,4,1,5,25.63,0,0,29.1,0,14,1
5231,1,1,1,12.54,0,0,4.0,0,26,1
5232,0,0,4,-5.21,1,0,0.97,0,-16,0
5233,4,1,0,33.87,0,1,14.54,1,4,0
5234,-1,0,1,-4.96,1,0,6.04,0,-12,1
5235,-6,0,-2,-35.16,0,0,-26.77,0,-35,0
5236,-1,1,-5,15.79,1,0,16.15,0,22,1
5237,-1,1,-3,-7.47,1,0,-7.82,0,-29,0
5238,6,0,7,24.45,0,0,17.67,0,-38,1
5239,1,0,2,-1.78,1,0,7.38,0,-40,1
5240,-3,1,-5,-18.44,0,0,-22.22,0,-24,0
5241,-1,0,2,-9.8,1,1,-14.88,0,-13,1
5242,3,1,4,27.95,0,1,27.02,0,9,0
5243,-6,0,-5,-20.95,0,0,-20.96,0,-6,0
5244,0,1,4,8.01,0,0,2.62,0,17,0
5245,-2,1,-2,-5.06,1,0,-7.0,0,6,1
5246,1,0,2,7.05,0,0,25.76,0,30,1
5247,1,0,1,7.07,0,0,11.31,0,1,1
5248,4,1,5,20.98,0,0,21.84,0,-3,1
5249,5,1,8,16.8,0,0,12.54,0,-9,1
5250,-4,1,-5,-3.0,0,0,-19.37,1,-6,0
5252,3,1,4,13.88,1,0,9.73,0,13,1
5253,-5,0,-4,-11.58,0,0,-12.81,0,-12,0
5254,-2,0,3,16.19,0,1,-5.75,1,-4,0
5255,-2,1,-2,-2.99,1,0,4.54,0,3,0
5256,4,0,2,11.76,0,0,7.63,0,0,0
5257,-2,0,-2,-9.43,0,0,1.4,0,-16,0
5258,-1,0,1,-14.49,1,0,-7.77,0,-34,0
5259,-4,0,-4,-15.31,0,0,-22.75,0,-11,0
5260,-1,0,-7,-6.72,1,0,-3.35,0,39,0
5261,0,1,6,-3.84,0,0,-20.3,0,-3,0
5262,6,1,3,24.85,0,1,29.34,0,12,0
5263,4,1,5,41.97,1,0,31.07,0,65,1
5264,-2,0,-1,-17.44,0,0,-15.55,0,-27,0
5265,0,1,4,6.54,0,0,4.78,0,-3,0
5267,8,1,8,36.92,1,0,40.28,0,-9,1
5268,2,0,0,1.72,1,0,-2.78,0,-11,1
5269,-1,0,-4,-4.88,0,0,-0.98,0,32,0
5270,-3,0,-7,-17.91,0,0,5.07,0,-22,0
5271,-4,0,-3,-32.25,0,0,-17.05,0,-53,0
5272,4,1,3,23.67,1,0,-2.49,0,-23,1
5273,4,1,13,17.97,0,0,-7.23,0,-1,0
5274,-4,1,-6,-13.56,0,0,-10.64,0,36,0
5275,0,0,-2,-2.07,0,0,-2.51,0,0,1
5276,-6,0,-10,-26.91,1,0,-17.78,0,-23,0
5277,5,0,2,37.34,1,1,27.43,1,28,1
5278,1,0,3,5.67,0,0,-7.89,0,-33,0
5279,-1,0,-1,-8.92,1,0,-8.18,0,-27,0
5280,-7,0,-11,-32.31,0,0,-30.1,0,-26,0
5281,0,0,-6,15.91,0,0,19.01,0,46,1
5282,4,0,8,19.98,0,0,5.72,0,-6,0
5284,5,1,11,32.22,1,0,10.12,0,3,1
5285,6,0,12,17.15,1,0,15.48,0,-16,1
5287,-1,0,-8,10.82,0,1,0.14,2,-7,1
5288,6,1,9,18.87,0,0,5.19,0,-15,1
5289,6,1,6,27.95,0,0,9.99,0,40,1
5290,0,0,1,5.49,0,0,2.24,0,48,0
5291,-2,0,2,0.96,0,0,4.66,0,16,1
5292,-2,0,-1,-10.15,0,0,-17.51,0,6,0
5293,5,1,8,24.74,1,0,10.15,0,2,1
5294,2,0,-1,-1.11,1,0,10.62,0,22,1
5295,2,1,9,13.75,1,0,1.09,0,26,0
5296,-2,0,-3,-25.07,0,0,-15.67,0,-70,0
5297,0,1,3,2.01,1,0,-9.79,0,3,0
5298,4,0,4,31.52,0,1,21.04,0,20,0
5299,0,1,4,1.2,0,0,-4.97,0,11,0
5300,2,1,2,13.77,0,0,-2.21,0,-19,1
5301,4,1,3,30.71,0,1,26.43,0,10,1
5303,2,1,2,2.95,1,0,7.91,0,3,1
5304,0,1,-2,4.51,0,0,11.57,0,8,1
5305,2,0,6,7.32,0,0,2.8,0,-3,1
5306,1,0,9,9.2,0,0,-3.86,0,19,0
5307,-3,0,-3,-20.39,0,0,-22.97,0,-24,0
5308,-7,0,-10,-50.36,0,0,-22.48,0,-43,0
5309,-1,0,-8,-5.4,1,0,13.3,0,21,0
5310,-1,0,-1,-13.19,0,1,-8.4,0,-20,0
5312,-3,1,-7,-26.63,1,0,-25.78,0,-45,0
5313,-2,1,-1,0.17,0,1,0.44,0,47,1
5314,0,1,-4,-8.59,0,0,-11.86,0,-38,0
5315,-1,1,-1,0.61,0,0,11.2,0,14,0
5316,0,1,-8,-17.61,0,1,-3.85,0,-4,1
5317,2,0,6,10.76,1,0,12.82,0,-24,1
5318,3,1,5,21.98,0,0,13.55,0,21,1
5319,3,1,3,6.26,0,0,0.98,0,-18,0
5320,1,0,0,9.11,1,0,4.49,0,-7,1
5321,5,1,4,46.66,0,0,42.88,0,65,1
5322,0,0,6,11.67,1,1,-4.31,1,3,1
5323,-3,0,-1,-24.54,0,0,-14.37,0,-42,0
5324,-5,0,-5,-35.8,0,1,-29.67,0,-33,0
5325,6,1,10,41.85,0,0,33.77,0,57,0
5326,4,0,9,18.99,0,0,3.08,0,16,1
5327,-3,0,-5,-4.35,0,0,-4.27,0,29,1
5328,-3,0,0,-30.25,1,0,-18.23,0,-6,0
5329,-3,0,-2,-30.35,0,0,1.88,0,-9,0
5330,0,1,-1,1.18,0,0,-5.32,0,-2,0
5331,2,0,6,10.04,0,0,14.46,0,9,0
5332,1,0,-2,7.25,1,0,6.26,0,21,1
5333,6,1,4,33.16,1,0,20.32,0,45,1
5334,-1,1,-8,-14.0,0,0,-6.44,0,-5,0
5335,4,0,3,18.24,1,0,12.04,0,11,1
5336,1,1,1,8.17,0,1,3.5,0,3,0
5337,5,1,3,31.7,0,0,19.84,0,61,1
5338,0,0,-2,-0.06,0,0,10.04,0,38,0
5339,4,1,5,28.96,0,0,13.3,0,8,1
5340,7,1,6,49.91,1,0,33.64,0,43,1
5341,-5,0,-2,-26.39,0,1,-9.53,0,2,0
5342,3,0,10,20.87,1,1,6.5,0,8,1
5343,-4,0,-9,-19.33,0,1,0.15,0,36,1
5344,4,1,-1,29.75,1,0,39.77,0,39,0
5345,1,1,0,27.83,0,0,16.03,0,61,0
5346,0,1,1,-15.55,1,0,-10.25,0,-2,0
5347,-2,0,-1,-25.65,1,0,-15.93,0,-28,1
5348,-4,0,-5,-6.73,1,0,-0.48,0,27,0
5349,9,1,11,40.12,0,1,30.8,0,14,1
5350,-2,1,-2,-9.81,1,0,-9.94,0,-14,1
5351,-7,0,-8,-45.57,0,0,-35.71,0,-52,0
5352,0,0,5,8.11,0,0,2.41,0,7,0
5354,0,0,-1,5.57,1,0,18.53,0,29,1
5355,7,0,12,31.83,0,1,13.21,0,5,1
5356,-3,0,-2,-11.48,0,0,-8.18,0,8,1
5357,-1,0,-4,-4.47,0,1,6.76,0,11,0
5358,-3,0,-3,0.53,0,0,-0.48,0,44,0
5359,-2,0,4,-8.4,1,0,9.49,0,-43,0
5360,2,1,5,11.87,0,1,2.85,0,1,1
5361,-4,0,0,-17.53,1,0,-10.95,0,-27,1
5362,0,0,0,-1.72,0,0,16.13,0,1,1
5363,-1,1,-7,7.77,1,0,15.8,0,31,1
5364,8,1,10,19.06,1,0,13.69,0,-13,1
5365,3,0,5,23.1,0,0,19.46,0,40,1
5366,-2,0,-10,-12.13,0,0,-2.76,0,19,0
5367,4,0,2,24.88,0,1,27.22,0,61,1
5368,3,0,0,13.99,0,1,26.16,0,33,1
5369,0,0,4,13.76,0,0,10.18,0,-1,1
5370,3,1,4,2.65,1,0,2.41,0,1,1
5371,-3,0,-2,-17.82,0,1,-13.11,0,-30,0
5372,0,1,-2,-5.35,1,0,-6.91,0,-19,1
5373,1,1,1,-7.27,0,0,-6.75,0,-26,0
5374,6,1,5,38.05,1,0,31.62,0,39,1
5376,5,1,4,35.39,0,0,29.52,0,36,1
5377,-3,0,-2,-31.83,0,1,-18.84,0,-59,1
5378,-5,0,-7,-40.33,0,0,-18.5,0,-22,0
5379,-1,1,1,-11.76,0,0,-6.71,0,-30,0
5380,-3,1,-7,-14.02,1,1,-22.95,0,-32,1
5381,0,1,-1,7.61,0,0,8.3,0,0,0
5382,-1,1,4,10.38,0,0,4.54,0,54,0
5385,-1,1,-1,-1.94,0,0,4.31,0,-1,0
5386,-1,0,-3,-22.63,0,0,-13.97,0,-28,1
5387,3,0,-1,16.93,0,1,19.79,0,28,0
5388,-5,0,-11,-22.31,0,1,-8.57,0,5,0
5389,7,1,5,33.62,1,0,38.74,0,50,1
5390,6,0,2,28.4,0,1,17.92,1,-1,1
5391,-2,0,-1,-26.06,0,0,-31.64,0,-37,0
5392,2,0,3,18.84,0,0,14.52,0,26,1
5393,3,1,0,28.49,1,0,19.25,0,55,1
5394,-4,0,0,-37.56,0,0,-32.8,0,-53,1
5395,9,0,5,25.77,1,0,25.88,0,3,1
5396,-3,0,-4,-17.77,1,0,0.52,0,-15,1
5397,-5,0,-8,-15.26,0,1,-10.82,0,0,0
5398,3,1,0,3.38,1,0,-2.32,0,-2,1
5399,-3,0,-3,-7.58,0,0,9.2,0,32,1
5400,8,1,11,50.62,1,0,19.96,1,38,1
5401,6,1,4,33.67,1,1,19.63,0,6,0
5402,-5,0,-2,-45.91,1,0,-16.2,0,-38,0
5403,1,1,2,1.21,0,1,2.64,0,-4,0
5404,-4,0,-2,-16.35,0,0,-14.67,0,22,0
5405,6,1,8,47.56,1,0,35.62,0,64,1
5406,7,1,9,38.48,1,1,27.04,0,35,1
5407,1,1,-1,4.63,0,0,2.75,0,9,1
5408,5,0,2,33.05,0,1,25.86,0,20,0
5409,5,1,7,24.73,1,0,5.65,0,19,1
5410,-1,0,-3,1.53,1,0,7.13,0,-3,0
5411,5,1,10,31.25,1,0,17.84,0,10,1
5412,1,1,4,23.52,0,0,1.33,0,37,1
5413,-5,0,-3,-4.54,1,1,0.23,0,42,0
5414,-2,0,-5,-18.4,0,1,-24.02,0,-36,0
5415,1,1,4,9.0,1,1,-8.02,0,-8,0
5416,0,1,1,0.96,0,0,-0.21,0,-12,0
5417,-5,0,-7,-20.04,0,0,-14.07,0,-1,0
5418,-2,0,-8,-27.61,0,0,-21.85,0,-68,0
5419,-1,1,-4,-6.33,1,0,-13.23,0,28,1
5420,-3,0,-2,-15.58,0,0,-17.82,0,-13,0
5421,5,1,5,3.93,1,0,-10.55,0,-49,0
5422,-1,0,-1,-8.73,1,0,3.08,0,-11,0
5423,1,1,4,10.63,1,1,5.53,0,1,1
5424,-8,0,-10,-37.52,0,0,-33.49,0,-34,0
5425,2,1,-5,15.5,1,0,25.12,0,39,0
5426,1,1,2,6.11,0,0,3.81,0,8,0
5427,-3,0,-5,-6.16,0,0,7.28,0,6,1
5428,0,0,-6,1.51,1,1,12.81,0,1,1
5429,5,1,6,15.18,0,0,-0.05,0,6,1
5430,4,1,4,12.41,1,1,24.16,0,-30,1
5431,1,1,1,7.8,0,0,0.74,0,-24,1
5433,0,1,3,0.37,0,1,-9.05,0,7,0
5434,2,0,-2,8.15,1,0,5.9,0,42,1
5435,1,0,2,9.51,0,0,21.93,0,28,1
5436,-9,0,-11,-48.85,0,0,-31.11,0,-58,0
5437,-6,0,-5,-45.27,0,0,-31.26,0,-31,0
5438,2,1,0,12.39,1,0,-10.51,0,22,1
5439,-1,1,-2,-9.88,1,0,-14.27,0,-7,1
5440,5,1,3,22.16,0,1,15.8,0,13,1
5441,-1,1,-2,-1.01,1,1,-13.2,0,-2,0
5442,0,1,-2,2.25,0,1,8.24,0,16,1
5443,-7,0,-7,-47.37,0,0,-36.0,0,-54,0
5444,7,1,3,37.42,1,0,32.29,0,28,1
5445,-3,1,-2,-18.66,1,0,-18.85,0,-33,0
5446,4,1,3,19.97,1,0,15.6,0,7,1
5447,-5,1,-12,-27.94,0,0,-26.24,0,-6,0
5448,3,1,9,12.36,1,0,10.18,0,23,1
5449,-2,1,-1,-0.13,1,0,-17.92,0,28,0
5450,1,1,-1,11.28,0,0,4.98,0,20,1
5451,-2,1,-2,-5.29,0,0,-0.54,0,12,0
5452,-1,0,1,-4.86,0,0,-1.37,0,-6,0
5453,-2,1,-2,-14.45,0,0,-7.36,0,8,1
5454,-4,0,-1,-27.27,0,0,-41.22,0,-33,0
5455,3,1,9,10.36,1,0,-6.63,0,-50,0
5456,0,0,-1,-7.99,0,0,-5.88,0,-44,0
5458,0,1,-5,-1.53,0,1,0.79,0,13,0
5459,-6,0,-8,-22.86,0,0,-9.76,0,2,0
5460,-1,0,-1,-10.02,0,0,-3.78,0,-30,0
5462,2,0,7,8.4,1,0,1.96,0,27,1
5463,-2,0,-4,4.68,0,1,5.58,1,37,1
5464,3,0,-2,2.48,1,0,5.82,0,-33,1
5465,-4,0,-2,-38.32,0,0,-33.24,0,-62,0
5467,4,1,1,12.95,0,0,11.67,0,-15,1
5468,-4,0,-7,-33.31,1,0,-34.64,0,-30,1
5469,2,0,4,10.49,1,1,8.11,0,-42,1
5470,-1,1,0,-13.05,1,0,-20.23,0,4,0
5471,-5,0,-4,-37.39,0,0,-35.41,0,-53,0
5472,0,1,-2,-2.52,1,1,0.77,0,-9,1
5473,0,0,-2,-8.09,0,0,4.11,0,-25,0
5474,-3,1,-4,-20.62,0,0,-14.66,0,-18,0
5475,0,0,4,-0.84,1,0,5.7,0,0,0
5476,2,1,0,6.28,0,0,-2.43,0,19,1
5477,4,0,11,13.44,0,0,20.79,0,-13,1
5478,-5,0,-11,-38.48,1,0,-20.91,0,-13,0
5479,2,1,3,15.15,1,0,5.9,0,8,0
5480,0,0,-4,4.62,0,0,17.26,0,-2,0
5481,3,1,7,10.58,1,0,11.96,0,-16,1
5482,-2,1,-6,-5.54,0,0,-4.83,0,-9,0
5483,-2,1,-5,-4.6,0,0,-8.42,0,-17,1
5484,-2,1,-4,-11.3,0,0,-3.47,0,-24,0
5486,0,0,0,-6.77,0,0,-0.67,0,-24,1
5487,-4,1,-1,-8.19,0,0,-19.26,0,-35,0
5488,1,0,2,7.33,1,0,8.1,0,-17,1
5489,-3,0,1,-8.47,0,0,-2.67,0,6,1
5490,2,1,-2,7.37,0,0,10.94,0,-21,0
5491,3,0,4,18.91,1,0,6.03,0,19,1
5492,-4,0,-6,-31.3,0,0,-24.48,0,-42,0
5493,1,1,3,1.47,1,0,-14.25,0,-13,1
5494,4,1,2,6.87,1,0,5.63,0,-5,1
5495,-6,0,-6,-31.8,0,0,-31.96,0,17,0
